age, workclass, native-country, sex, race, marital-status, income
[23 - 39], [12 - 13], [0 - 2174], 0, [40 - 56], gov, United-States, Male, White, Not-in-family, Other, Never-married, <=50K
[23 - 31], [10 - 13], 0, 0, [24 - 45], self, United-States, Female, White, Not-in-family, Other, Never-married, <=50K
[29 - 55], [9 - 11], [0 - 7688], 0, [40 - 55], Private, United-States, Male, White, Husband, Transport-moving, Married-civ-spouse, <=50K
[29 - 55], [9 - 11], [0 - 7688], 0, [40 - 55], Private, United-States, Male, White, Husband, Transport-moving, Married-civ-spouse, <=50K
[29 - 55], [9 - 11], [0 - 7688], 0, [40 - 55], Private, United-States, Male, White, Husband, Transport-moving, Married-civ-spouse, >50K
[22 - 32], [9 - 10], 0, 0, [40 - 45], Private, United-States, Female, White, *, Handlers-cleaners, Never-married, <=50K
[22 - 32], [9 - 10], 0, 0, [40 - 45], Private, United-States, Female, White, *, Handlers-cleaners, Never-married, <=50K
[22 - 32], [9 - 10], 0, 0, [40 - 45], Private, United-States, Female, White, *, Handlers-cleaners, Never-married, <=50K
[27 - 57], [9 - 13], 0, 0, [35 - 50], Private, United-States, Male, White, Husband, Sales, Married-civ-spouse, <=50K
[27 - 57], [9 - 13], 0, 0, [35 - 50], Private, United-States, Male, White, Husband, Sales, Married-civ-spouse, >50K
[27 - 57], [9 - 13], 0, 0, [35 - 50], Private, United-States, Male, White, Husband, Sales, Married-civ-spouse, >50K
[21 - 39], [9 - 10], 0, 0, [36 - 60], Private, United-States, Male, White, Own-child, Handlers-cleaners, Never-married, <=50K
[21 - 39], [9 - 10], 0, 0, [36 - 60], Private, United-States, Male, White, Own-child, Handlers-cleaners, Never-married, <=50K
[21 - 39], [9 - 10], 0, 0, [36 - 60], Private, United-States, Male, White, Own-child, Handlers-cleaners, Never-married, <=50K
[35 - 58], [9 - 13], 0, 0, [40 - 50], Self-emp-not-inc, United-States, Male, White, Not-in-family, Exec-managerial, *, <=50K
[35 - 58], [9 - 13], 0, 0, [40 - 50], Self-emp-not-inc, United-States, Male, White, Not-in-family, Exec-managerial, *, <=50K
[35 - 58], [9 - 13], 0, 0, [40 - 50], Self-emp-not-inc, United-States, Male, White, Not-in-family, Exec-managerial, *, <=50K
[30 - 45], [4 - 9], 0, 0, [36 - 40], self, *, Female, White, *, Other-service, Separated, <=50K
[30 - 45], [4 - 9], 0, 0, [36 - 40], self, *, Female, White, *, Other-service, Separated, <=50K
[30 - 45], [4 - 9], 0, 0, [36 - 40], self, *, Female, White, *, Other-service, Separated, <=50K
[33 - 37], [9 - 11], 0, 0, [24 - 40], Private, United-States, Female, *, Wife, Technical, Married-civ-spouse, <=50K
[33 - 37], [9 - 11], 0, 0, [24 - 40], Private, United-States, Female, *, Wife, Technical, Married-civ-spouse, >50K
[33 - 37], [9 - 11], 0, 0, [24 - 40], Private, United-States, Female, *, Wife, Technical, Married-civ-spouse, >50K
[17 - 21], [8 - 10], 0, 0, [20 - 48], Private, United-States, Male, *, Own-child, Handlers-cleaners, Never-married, <=50K
[17 - 21], [8 - 10], 0, 0, [20 - 48], Private, United-States, Male, *, Own-child, Handlers-cleaners, Never-married, <=50K
[17 - 21], [8 - 10], 0, 0, [20 - 48], Private, United-States, Male, *, Own-child, Handlers-cleaners, Never-married, <=50K
[17 - 27], [7 - 9], 0, 0, [12 - 40], Private, United-States, Male, White, Own-child, Sales, Never-married, <=50K
[17 - 27], [7 - 9], 0, 0, [12 - 40], Private, United-States, Male, White, Own-child, Sales, Never-married, <=50K
[17 - 27], [7 - 9], 0, 0, [12 - 40], Private, United-States, Male, White, Own-child, Sales, Never-married, <=50K
[29 - 33], 13, [0 - 15024], 0, [40 - 60], Private, United-States, Male, White, *, Exec-managerial, Married-civ-spouse, >50K
[29 - 33], 13, [0 - 15024], 0, [40 - 60], Private, United-States, Male, White, *, Exec-managerial, Married-civ-spouse, >50K
[29 - 33], 13, [0 - 15024], 0, [40 - 60], Private, United-States, Male, White, *, Exec-managerial, Married-civ-spouse, >50K
[36 - 47], [12 - 13], 0, 0, [35 - 50], self, United-States, Female, White, *, Nontechnical, Divorced, <=50K
[36 - 47], [12 - 13], 0, 0, [35 - 50], self, United-States, Female, White, *, Nontechnical, Divorced, <=50K
[36 - 47], [12 - 13], 0, 0, [35 - 50], self, United-States, Female, White, *, Nontechnical, Divorced, >50K
[26 - 58], [9 - 10], 0, 0, [40 - 60], Self-emp-not-inc, United-States, Male, White, Husband, Craft-repair, Married-civ-spouse, <=50K
[26 - 58], [9 - 10], 0, 0, [40 - 60], Self-emp-not-inc, United-States, Male, White, Husband, Craft-repair, Married-civ-spouse, <=50K
[26 - 58], [9 - 10], 0, 0, [40 - 60], Self-emp-not-inc, United-States, Male, White, Husband, Craft-repair, Married-civ-spouse, >50K
[31 - 54], [10 - 14], 0, 0, [35 - 40], self, United-States, Male, White, Not-in-family, Tech-support, Never-married, <=50K
[31 - 54], [10 - 14], 0, 0, [35 - 40], self, United-States, Male, White, Not-in-family, Tech-support, Never-married, <=50K
[31 - 54], [10 - 14], 0, 0, [35 - 40], self, United-States, Male, White, Not-in-family, Tech-support, Never-married, >50K
[21 - 23], [9 - 13], [0 - 2597], 0, [20 - 40], Private, United-States, Female, White, Own-child, Sales, Never-married, <=50K
[21 - 23], [9 - 13], [0 - 2597], 0, [20 - 40], Private, United-States, Female, White, Own-child, Sales, Never-married, <=50K
[21 - 23], [9 - 13], [0 - 2597], 0, [20 - 40], Private, United-States, Female, White, Own-child, Sales, Never-married, <=50K
[43 - 52], [6 - 14], [0 - 15024], [0 - 1887], [40 - 60], Private, United-States, Male, White, Husband, Craft-repair, Married-civ-spouse, >50K
[43 - 52], [6 - 14], [0 - 15024], [0 - 1887], [40 - 60], Private, United-States, Male, White, Husband, Craft-repair, Married-civ-spouse, >50K
[43 - 52], [6 - 14], [0 - 15024], [0 - 1887], [40 - 60], Private, United-States, Male, White, Husband, Craft-repair, Married-civ-spouse, >50K
[43 - 57], [10 - 14], 0, 0, [40 - 80], self, United-States, Male, White, Not-in-family, Prof-specialty, Divorced, <=50K
[43 - 57], [10 - 14], 0, 0, [40 - 80], self, United-States, Male, White, Not-in-family, Prof-specialty, Divorced, <=50K
[43 - 57], [10 - 14], 0, 0, [40 - 80], self, United-States, Male, White, Not-in-family, Prof-specialty, Divorced, <=50K
[33 - 60], [4 - 10], 0, 0, [25 - 48], Private, United-States, Male, White, Not-in-family, Other, Never-married, >50K
[33 - 60], [4 - 10], 0, 0, [25 - 48], Private, United-States, Male, White, Not-in-family, Other, Never-married, <=50K
[33 - 60], [4 - 10], 0, 0, [25 - 48], Private, United-States, Male, White, Not-in-family, Other, Never-married, <=50K
[17 - 22], [7 - 10], 0, 0, [15 - 40], Private, United-States, Male, White, Own-child, Adm-clerical, Never-married, <=50K
[17 - 22], [7 - 10], 0, 0, [15 - 40], Private, United-States, Male, White, Own-child, Adm-clerical, Never-married, <=50K
[17 - 22], [7 - 10], 0, 0, [15 - 40], Private, United-States, Male, White, Own-child, Adm-clerical, Never-married, <=50K
[24 - 31], 9, 0, 0, [40 - 45], Private, United-States, Male, *, Not-in-family, Craft-repair, Never-married, <=50K
[24 - 31], 9, 0, 0, [40 - 45], Private, United-States, Male, *, Not-in-family, Craft-repair, Never-married, <=50K
[24 - 31], 9, 0, 0, [40 - 45], Private, United-States, Male, *, Not-in-family, Craft-repair, Never-married, <=50K
[20 - 26], [10 - 13], [0 - 1055], 0, [20 - 40], *, United-States, Male, White, Own-child, Technical, Never-married, <=50K
[20 - 26], [10 - 13], [0 - 1055], 0, [20 - 40], *, United-States, Male, White, Own-child, Technical, Never-married, <=50K
[20 - 26], [10 - 13], [0 - 1055], 0, [20 - 40], *, United-States, Male, White, Own-child, Technical, Never-married, <=50K
[41 - 73], [9 - 10], 0, 0, [32 - 60], Self-emp-not-inc, United-States, Male, White, Husband, Exec-managerial, Married-civ-spouse, <=50K
[41 - 73], [9 - 10], 0, 0, [32 - 60], Self-emp-not-inc, United-States, Male, White, Husband, Exec-managerial, Married-civ-spouse, <=50K
[41 - 73], [9 - 10], 0, 0, [32 - 60], Self-emp-not-inc, United-States, Male, White, Husband, Exec-managerial, Married-civ-spouse, <=50K
[28 - 46], [10 - 15], [0 - 15024], 0, [40 - 50], Private, United-States, Male, White, Husband, Prof-specialty, Married-civ-spouse, >50K
[28 - 46], [10 - 15], [0 - 15024], 0, [40 - 50], Private, United-States, Male, White, Husband, Prof-specialty, Married-civ-spouse, <=50K
[28 - 46], [10 - 15], [0 - 15024], 0, [40 - 50], Private, United-States, Male, White, Husband, Prof-specialty, Married-civ-spouse, <=50K
[45 - 78], [7 - 9], [0 - 2964], 0, [20 - 40], Private, United-States, Female, *, Not-in-family, Other-service, Widowed, <=50K
[45 - 78], [7 - 9], [0 - 2964], 0, [20 - 40], Private, United-States, Female, *, Not-in-family, Other-service, Widowed, <=50K
[45 - 78], [7 - 9], [0 - 2964], 0, [20 - 40], Private, United-States, Female, *, Not-in-family, Other-service, Widowed, <=50K
[41 - 53], [5 - 14], 0, 0, [35 - 40], self, Non-US, Male, White, *, Nontechnical, *, <=50K
[41 - 53], [5 - 14], 0, 0, [35 - 40], self, Non-US, Male, White, *, Nontechnical, *, <=50K
[41 - 53], [5 - 14], 0, 0, [35 - 40], self, Non-US, Male, White, *, Nontechnical, *, >50K
[34 - 49], [9 - 13], [0 - 5178], 0, [26 - 50], Private, United-States, Male, White, Husband, Sales, Married-civ-spouse, >50K
[34 - 49], [9 - 13], [0 - 5178], 0, [26 - 50], Private, United-States, Male, White, Husband, Sales, Married-civ-spouse, >50K
[34 - 49], [9 - 13], [0 - 5178], 0, [26 - 50], Private, United-States, Male, White, Husband, Sales, Married-civ-spouse, >50K
[38 - 71], [9 - 14], [0 - 10605], 0, [40 - 64], Self-emp-not-inc, United-States, Male, White, Husband, Sales, Married-civ-spouse, <=50K
[38 - 71], [9 - 14], [0 - 10605], 0, [40 - 64], Self-emp-not-inc, United-States, Male, White, Husband, Sales, Married-civ-spouse, <=50K
[38 - 71], [9 - 14], [0 - 10605], 0, [40 - 64], Self-emp-not-inc, United-States, Male, White, Husband, Sales, Married-civ-spouse, >50K
[23 - 47], [9 - 10], 0, 0, [7 - 40], self, United-States, Female, Black, Unmarried, *, Never-married, <=50K
[23 - 47], [9 - 10], 0, 0, [7 - 40], self, United-States, Female, Black, Unmarried, *, Never-married, <=50K
[23 - 47], [9 - 10], 0, 0, [7 - 40], self, United-States, Female, Black, Unmarried, *, Never-married, <=50K
[18 - 25], [9 - 11], 0, 0, [14 - 20], Private, United-States, Female, White, Own-child, Other-service, Never-married, <=50K
[18 - 25], [9 - 11], 0, 0, [14 - 20], Private, United-States, Female, White, Own-child, Other-service, Never-married, <=50K
[18 - 25], [9 - 11], 0, 0, [14 - 20], Private, United-States, Female, White, Own-child, Other-service, Never-married, <=50K
[43 - 56], [3 - 9], 0, 0, [40 - 50], self, Non-US, Male, White, Husband, Other, Married-civ-spouse, <=50K
[43 - 56], [3 - 9], 0, 0, [40 - 50], self, Non-US, Male, White, Husband, Other, Married-civ-spouse, <=50K
[43 - 56], [3 - 9], 0, 0, [40 - 50], self, Non-US, Male, White, Husband, Other, Married-civ-spouse, <=50K
[31 - 58], [6 - 16], 0, 0, [40 - 60], Self-emp-not-inc, United-States, Male, White, Husband, Technical, Married-civ-spouse, >50K
[31 - 58], [6 - 16], 0, 0, [40 - 60], Self-emp-not-inc, United-States, Male, White, Husband, Technical, Married-civ-spouse, <=50K
[31 - 58], [6 - 16], 0, 0, [40 - 60], Self-emp-not-inc, United-States, Male, White, Husband, Technical, Married-civ-spouse, <=50K
[31 - 71], [9 - 10], 0, 0, [15 - 45], Private, United-States, Male, White, Husband, Craft-repair, Married-civ-spouse, <=50K
[31 - 71], [9 - 10], 0, 0, [15 - 45], Private, United-States, Male, White, Husband, Craft-repair, Married-civ-spouse, <=50K
[31 - 71], [9 - 10], 0, 0, [15 - 45], Private, United-States, Male, White, Husband, Craft-repair, Married-civ-spouse, <=50K
[24 - 50], [5 - 16], [0 - 4650], [0 - 1721], 40, self, United-States, Male, White, Not-in-family, Technical, *, >50K
[24 - 50], [5 - 16], [0 - 4650], [0 - 1721], 40, self, United-States, Male, White, Not-in-family, Technical, *, <=50K
[24 - 50], [5 - 16], [0 - 4650], [0 - 1721], 40, self, United-States, Male, White, Not-in-family, Technical, *, <=50K
[20 - 42], [9 - 10], 0, 0, [25 - 45], *, United-States, Female, White, Not-in-family, Nontechnical, *, <=50K
[20 - 42], [9 - 10], 0, 0, [25 - 45], *, United-States, Female, White, Not-in-family, Nontechnical, *, <=50K
[20 - 42], [9 - 10], 0, 0, [25 - 45], *, United-States, Female, White, Not-in-family, Nontechnical, *, <=50K
[19 - 34], [9 - 13], 0, 0, [20 - 40], Private, United-States, Female, White, Own-child, *, Never-married, <=50K
[19 - 34], [9 - 13], 0, 0, [20 - 40], Private, United-States, Female, White, Own-child, *, Never-married, <=50K
[19 - 34], [9 - 13], 0, 0, [20 - 40], Private, United-States, Female, White, Own-child, *, Never-married, <=50K
[29 - 31], [10 - 13], 0, [0 - 1380], 40, *, Non-US, Female, *, *, *, *, <=50K
[29 - 31], [10 - 13], 0, [0 - 1380], 40, *, Non-US, Female, *, *, *, *, <=50K
[29 - 31], [10 - 13], 0, [0 - 1380], 40, *, Non-US, Female, *, *, *, *, <=50K
[34 - 60], [4 - 9], 0, 0, [35 - 45], Private, United-States, Male, White, Husband, Craft-repair, Married-civ-spouse, <=50K
[34 - 60], [4 - 9], 0, 0, [35 - 45], Private, United-States, Male, White, Husband, Craft-repair, Married-civ-spouse, <=50K
[34 - 60], [4 - 9], 0, 0, [35 - 45], Private, United-States, Male, White, Husband, Craft-repair, Married-civ-spouse, <=50K
[44 - 81], [8 - 9], 0, 0, [30 - 40], Self-emp-not-inc, United-States, Male, *, Husband, Nontechnical, Married-civ-spouse, >50K
[44 - 81], [8 - 9], 0, 0, [30 - 40], Self-emp-not-inc, United-States, Male, *, Husband, Nontechnical, Married-civ-spouse, <=50K
[44 - 81], [8 - 9], 0, 0, [30 - 40], Self-emp-not-inc, United-States, Male, *, Husband, Nontechnical, Married-civ-spouse, <=50K
[17 - 21], [8 - 10], 0, 0, [16 - 40], Private, United-States, Male, White, Own-child, Other-service, Never-married, <=50K
[17 - 21], [8 - 10], 0, 0, [16 - 40], Private, United-States, Male, White, Own-child, Other-service, Never-married, <=50K
[17 - 21], [8 - 10], 0, 0, [16 - 40], Private, United-States, Male, White, Own-child, Other-service, Never-married, <=50K
[42 - 45], [9 - 13], 0, 0, [40 - 55], gov, United-States, Female, White, Wife, Prof-specialty, Married-civ-spouse, <=50K
[42 - 45], [9 - 13], 0, 0, [40 - 55], gov, United-States, Female, White, Wife, Prof-specialty, Married-civ-spouse, >50K
[42 - 45], [9 - 13], 0, 0, [40 - 55], gov, United-States, Female, White, Wife, Prof-specialty, Married-civ-spouse, >50K
[18 - 26], [7 - 10], 0, 0, [25 - 30], Private, United-States, *, White, Other-relative, Other-service, Never-married, <=50K
[18 - 26], [7 - 10], 0, 0, [25 - 30], Private, United-States, *, White, Other-relative, Other-service, Never-married, <=50K
[18 - 26], [7 - 10], 0, 0, [25 - 30], Private, United-States, *, White, Other-relative, Other-service, Never-married, <=50K
[32 - 36], [9 - 13], 0, 0, [40 - 50], *, United-States, Male, White, Not-in-family, Technical, Never-married, <=50K
[32 - 36], [9 - 13], 0, 0, [40 - 50], *, United-States, Male, White, Not-in-family, Technical, Never-married, <=50K
[32 - 36], [9 - 13], 0, 0, [40 - 50], *, United-States, Male, White, Not-in-family, Technical, Never-married, <=50K
[40 - 48], [11 - 13], [0 - 4386], 0, [40 - 50], Private, United-States, Male, White, Husband, Tech-support, Married-civ-spouse, <=50K
[40 - 48], [11 - 13], [0 - 4386], 0, [40 - 50], Private, United-States, Male, White, Husband, Tech-support, Married-civ-spouse, >50K
[40 - 48], [11 - 13], [0 - 4386], 0, [40 - 50], Private, United-States, Male, White, Husband, Tech-support, Married-civ-spouse, >50K
[33 - 61], 9, 0, 0, 40, Private, United-States, Male, White, Husband, Machine-op-inspct, Married-civ-spouse, <=50K
[33 - 61], 9, 0, 0, 40, Private, United-States, Male, White, Husband, Machine-op-inspct, Married-civ-spouse, <=50K
[33 - 61], 9, 0, 0, 40, Private, United-States, Male, White, Husband, Machine-op-inspct, Married-civ-spouse, <=50K
[19 - 23], [9 - 13], 0, 0, [20 - 60], gov, United-States, Female, White, Own-child, Technical, Never-married, <=50K
[19 - 23], [9 - 13], 0, 0, [20 - 60], gov, United-States, Female, White, Own-child, Technical, Never-married, <=50K
[19 - 23], [9 - 13], 0, 0, [20 - 60], gov, United-States, Female, White, Own-child, Technical, Never-married, <=50K
[17 - 22], [7 - 13], 0, 0, [15 - 50], Private, United-States, Female, White, Own-child, Nontechnical, Never-married, <=50K
[17 - 22], [7 - 13], 0, 0, [15 - 50], Private, United-States, Female, White, Own-child, Nontechnical, Never-married, <=50K
[17 - 22], [7 - 13], 0, 0, [15 - 50], Private, United-States, Female, White, Own-child, Nontechnical, Never-married, <=50K
[34 - 42], [11 - 13], [0 - 7298], 0, [45 - 50], Private, United-States, Male, White, Husband, Exec-managerial, Married-civ-spouse, >50K
[34 - 42], [11 - 13], [0 - 7298], 0, [45 - 50], Private, United-States, Male, White, Husband, Exec-managerial, Married-civ-spouse, >50K
[34 - 42], [11 - 13], [0 - 7298], 0, [45 - 50], Private, United-States, Male, White, Husband, Exec-managerial, Married-civ-spouse, >50K
[32 - 41], [9 - 10], [0 - 5178], [0 - 2051], [40 - 60], Private, United-States, Male, White, Husband, Craft-repair, Married-civ-spouse, <=50K
[32 - 41], [9 - 10], [0 - 5178], [0 - 2051], [40 - 60], Private, United-States, Male, White, Husband, Craft-repair, Married-civ-spouse, <=50K
[32 - 41], [9 - 10], [0 - 5178], [0 - 2051], [40 - 60], Private, United-States, Male, White, Husband, Craft-repair, Married-civ-spouse, >50K
[26 - 55], [10 - 11], 0, 0, [40 - 55], Private, United-States, Female, *, Not-in-family, Adm-clerical, Divorced, <=50K
[26 - 55], [10 - 11], 0, 0, [40 - 55], Private, United-States, Female, *, Not-in-family, Adm-clerical, Divorced, <=50K
[26 - 55], [10 - 11], 0, 0, [40 - 55], Private, United-States, Female, *, Not-in-family, Adm-clerical, Divorced, <=50K
[26 - 58], [9 - 13], 0, [0 - 2377], [40 - 50], Private, United-States, Male, White, Husband, Adm-clerical, Married-civ-spouse, <=50K
[26 - 58], [9 - 13], 0, [0 - 2377], [40 - 50], Private, United-States, Male, White, Husband, Adm-clerical, Married-civ-spouse, >50K
[26 - 58], [9 - 13], 0, [0 - 2377], [40 - 50], Private, United-States, Male, White, Husband, Adm-clerical, Married-civ-spouse, <=50K
[27 - 40], [10 - 13], 0, [0 - 1590], [36 - 55], Private, United-States, Female, *, Not-in-family, Sales, Never-married, <=50K
[27 - 40], [10 - 13], 0, [0 - 1590], [36 - 55], Private, United-States, Female, *, Not-in-family, Sales, Never-married, <=50K
[27 - 40], [10 - 13], 0, [0 - 1590], [36 - 55], Private, United-States, Female, *, Not-in-family, Sales, Never-married, >50K
[30 - 55], [8 - 9], 0, 0, [40 - 75], self, United-States, Male, White, Husband, Transport-moving, Married-civ-spouse, <=50K
[30 - 55], [8 - 9], 0, 0, [40 - 75], self, United-States, Male, White, Husband, Transport-moving, Married-civ-spouse, <=50K
[30 - 55], [8 - 9], 0, 0, [40 - 75], self, United-States, Male, White, Husband, Transport-moving, Married-civ-spouse, >50K
[21 - 49], [10 - 14], [0 - 14084], 0, [40 - 56], Private, United-States, Female, White, Not-in-family, Exec-managerial, Never-married, >50K
[21 - 49], [10 - 14], [0 - 14084], 0, [40 - 56], Private, United-States, Female, White, Not-in-family, Exec-managerial, Never-married, >50K
[21 - 49], [10 - 14], [0 - 14084], 0, [40 - 56], Private, United-States, Female, White, Not-in-family, Exec-managerial, Never-married, <=50K
[29 - 37], [9 - 13], [0 - 7688], [0 - 1672], [40 - 60], *, United-States, Male, White, Husband, Exec-managerial, Married-civ-spouse, >50K
[29 - 37], [9 - 13], [0 - 7688], [0 - 1672], [40 - 60], *, United-States, Male, White, Husband, Exec-managerial, Married-civ-spouse, <=50K
[29 - 37], [9 - 13], [0 - 7688], [0 - 1672], [40 - 60], *, United-States, Male, White, Husband, Exec-managerial, Married-civ-spouse, >50K
[22 - 48], [9 - 13], 0, 0, [20 - 50], Private, United-States, Male, White, Unmarried, *, Never-married, <=50K
[22 - 48], [9 - 13], 0, 0, [20 - 50], Private, United-States, Male, White, Unmarried, *, Never-married, <=50K
[22 - 48], [9 - 13], 0, 0, [20 - 50], Private, United-States, Male, White, Unmarried, *, Never-married, <=50K
[21 - 39], [6 - 13], 0, 0, [40 - 50], Private, United-States, Male, White, Not-in-family, Nontechnical, Never-married, <=50K
[21 - 39], [6 - 13], 0, 0, [40 - 50], Private, United-States, Male, White, Not-in-family, Nontechnical, Never-married, <=50K
[21 - 39], [6 - 13], 0, 0, [40 - 50], Private, United-States, Male, White, Not-in-family, Nontechnical, Never-married, <=50K
[46 - 53], [6 - 10], [0 - 4386], 0, 40, *, United-States, Female, White, Wife, Adm-clerical, Married-civ-spouse, >50K
[46 - 53], [6 - 10], [0 - 4386], 0, 40, *, United-States, Female, White, Wife, Adm-clerical, Married-civ-spouse, >50K
[46 - 53], [6 - 10], [0 - 4386], 0, 40, *, United-States, Female, White, Wife, Adm-clerical, Married-civ-spouse, <=50K
[24 - 37], [9 - 13], 0, 0, [15 - 40], Private, United-States, Male, Black, *, *, Never-married, <=50K
[24 - 37], [9 - 13], 0, 0, [15 - 40], Private, United-States, Male, Black, *, *, Never-married, <=50K
[24 - 37], [9 - 13], 0, 0, [15 - 40], Private, United-States, Male, Black, *, *, Never-married, <=50K
[18 - 90], 9, 0, 0, [18 - 45], Private, United-States, Female, White, Not-in-family, Other-service, Never-married, <=50K
[18 - 90], 9, 0, 0, [18 - 45], Private, United-States, Female, White, Not-in-family, Other-service, Never-married, <=50K
[18 - 90], 9, 0, 0, [18 - 45], Private, United-States, Female, White, Not-in-family, Other-service, Never-married, <=50K
[31 - 44], [9 - 10], 0, 0, [40 - 55], *, *, Male, White, Unmarried, *, Divorced, <=50K
[31 - 44], [9 - 10], 0, 0, [40 - 55], *, *, Male, White, Unmarried, *, Divorced, <=50K
[31 - 44], [9 - 10], 0, 0, [40 - 55], *, *, Male, White, Unmarried, *, Divorced, <=50K
[31 - 63], [1 - 10], 0, 0, [40 - 55], gov, United-States, Male, White, *, Other-service, *, <=50K
[31 - 63], [1 - 10], 0, 0, [40 - 55], gov, United-States, Male, White, *, Other-service, *, <=50K
[31 - 63], [1 - 10], 0, 0, [40 - 55], gov, United-States, Male, White, *, Other-service, *, <=50K
[32 - 43], 13, 0, 0, [40 - 50], Private, United-States, Male, White, Husband, Sales, Married-civ-spouse, >50K
[32 - 43], 13, 0, 0, [40 - 50], Private, United-States, Male, White, Husband, Sales, Married-civ-spouse, >50K
[32 - 43], 13, 0, 0, [40 - 50], Private, United-States, Male, White, Husband, Sales, Married-civ-spouse, <=50K
[26 - 31], [11 - 14], 0, [0 - 1669], [40 - 46], Private, United-States, Female, White, Not-in-family, Technical, Never-married, <=50K
[26 - 31], [11 - 14], 0, [0 - 1669], [40 - 46], Private, United-States, Female, White, Not-in-family, Technical, Never-married, <=50K
[26 - 31], [11 - 14], 0, [0 - 1669], [40 - 46], Private, United-States, Female, White, Not-in-family, Technical, Never-married, <=50K
[28 - 53], [9 - 13], 0, 0, 40, self, United-States, Male, White, Husband, Tech-support, Married-civ-spouse, <=50K
[28 - 53], [9 - 13], 0, 0, 40, self, United-States, Male, White, Husband, Tech-support, Married-civ-spouse, <=50K
[28 - 53], [9 - 13], 0, 0, 40, self, United-States, Male, White, Husband, Tech-support, Married-civ-spouse, <=50K
[22 - 24], [9 - 10], [0 - 2463], 0, [15 - 42], Private, United-States, Female, White, Not-in-family, Sales, Never-married, <=50K
[22 - 24], [9 - 10], [0 - 2463], 0, [15 - 42], Private, United-States, Female, White, Not-in-family, Sales, Never-married, <=50K
[22 - 24], [9 - 10], [0 - 2463], 0, [15 - 42], Private, United-States, Female, White, Not-in-family, Sales, Never-married, <=50K
[47 - 64], 9, 0, 0, [45 - 60], Private, United-States, Male, White, Husband, Transport-moving, Married-civ-spouse, >50K
[47 - 64], 9, 0, 0, [45 - 60], Private, United-States, Male, White, Husband, Transport-moving, Married-civ-spouse, <=50K
[47 - 64], 9, 0, 0, [45 - 60], Private, United-States, Male, White, Husband, Transport-moving, Married-civ-spouse, >50K
[22 - 43], [9 - 12], 0, 0, [40 - 44], Private, United-States, Male, White, Not-in-family, Craft-repair, Divorced, <=50K
[22 - 43], [9 - 12], 0, 0, [40 - 44], Private, United-States, Male, White, Not-in-family, Craft-repair, Divorced, <=50K
[22 - 43], [9 - 12], 0, 0, [40 - 44], Private, United-States, Male, White, Not-in-family, Craft-repair, Divorced, <=50K
[25 - 68], [7 - 10], 0, 0, [20 - 42], self, United-States, Male, White, Unmarried, Other, Never-married, <=50K
[25 - 68], [7 - 10], 0, 0, [20 - 42], self, United-States, Male, White, Unmarried, Other, Never-married, <=50K
[25 - 68], [7 - 10], 0, 0, [20 - 42], self, United-States, Male, White, Unmarried, Other, Never-married, <=50K
[33 - 64], [10 - 13], [0 - 3103], 0, [40 - 47], Private, United-States, Male, White, Husband, Prof-specialty, Married-civ-spouse, >50K
[33 - 64], [10 - 13], [0 - 3103], 0, [40 - 47], Private, United-States, Male, White, Husband, Prof-specialty, Married-civ-spouse, >50K
[33 - 64], [10 - 13], [0 - 3103], 0, [40 - 47], Private, United-States, Male, White, Husband, Prof-specialty, Married-civ-spouse, >50K
[17 - 31], [6 - 10], 0, 0, [16 - 50], Private, United-States, Male, White, Own-child, Other, Never-married, <=50K
[17 - 31], [6 - 10], 0, 0, [16 - 50], Private, United-States, Male, White, Own-child, Other, Never-married, <=50K
[17 - 31], [6 - 10], 0, 0, [16 - 50], Private, United-States, Male, White, Own-child, Other, Never-married, <=50K
[34 - 54], [9 - 10], 0, 0, [32 - 75], self, *, *, White, *, Other-service, Married-civ-spouse, <=50K
[34 - 54], [9 - 10], 0, 0, [32 - 75], self, *, *, White, *, Other-service, Married-civ-spouse, <=50K
[34 - 54], [9 - 10], 0, 0, [32 - 75], self, *, *, White, *, Other-service, Married-civ-spouse, <=50K
[35 - 56], [9 - 10], [0 - 4386], 0, [40 - 50], Private, United-States, Male, White, Husband, Craft-repair, Married-civ-spouse, >50K
[35 - 56], [9 - 10], [0 - 4386], 0, [40 - 50], Private, United-States, Male, White, Husband, Craft-repair, Married-civ-spouse, <=50K
[35 - 56], [9 - 10], [0 - 4386], 0, [40 - 50], Private, United-States, Male, White, Husband, Craft-repair, Married-civ-spouse, >50K
[26 - 31], [9 - 11], 0, 0, [18 - 40], Private, United-States, Male, White, Own-child, *, Never-married, <=50K
[26 - 31], [9 - 11], 0, 0, [18 - 40], Private, United-States, Male, White, Own-child, *, Never-married, <=50K
[26 - 31], [9 - 11], 0, 0, [18 - 40], Private, United-States, Male, White, Own-child, *, Never-married, <=50K
[30 - 61], [9 - 14], [0 - 3325], 0, 40, Private, United-States, Female, White, Not-in-family, *, Widowed, <=50K
[30 - 61], [9 - 14], [0 - 3325], 0, 40, Private, United-States, Female, White, Not-in-family, *, Widowed, >50K
[30 - 61], [9 - 14], [0 - 3325], 0, 40, Private, United-States, Female, White, Not-in-family, *, Widowed, <=50K
[39 - 47], [9 - 13], 0, 0, [24 - 40], Private, United-States, Female, White, Unmarried, *, *, <=50K
[39 - 47], [9 - 13], 0, 0, [24 - 40], Private, United-States, Female, White, Unmarried, *, *, <=50K
